experiment,tag,population,model,features,label,split,fold,region,n,n_pos,prevalence,roc_auc,ap,auc_ci95,ap_ci95,brier,ece,logloss,thr_valmaxF1,precision,recall_sensitivity,specificity,f1,train_rows,fit_sec,date
bridge12_B1,MaxEnt_cdr7_f0,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,4310,2894,0.671461716937355,0.9297599455721755,0.9618231672707374,"[0.9235706747888677, 0.9362729397760416]","[0.9574832083322561, 0.9668588353917905]",0.1598291145724991,0.17155174884536897,0.6295801985565147,0.041463299072868165,0.8888513513513514,0.9091223220456116,0.7676553672316384,0.8988725657669969,,,2026-09-24T22:15:39
bridge12_B1,RF_v2agg_f0,all,RF,v2agg,fire_ever_frac>0,,,,7196,2901,0.4031406336853808,0.983678222635284,0.9785001655182218,"[0.9811101868048391, 0.9863127964785938]","[0.9753445370693563, 0.9818183343645508]",0.048773483323948735,0.03807975874531453,0.17402202659409102,0.4433571428571427,0.8968018463567425,0.9376077214753533,0.9271245634458672,0.9167509268621502,,,2026-09-24T22:16:05
bridge12_B1,RF_v2agg_f0,forest,RF,v2agg,fire_ever_frac>0,,,,4310,2894,0.671461716937355,0.9582551226187828,0.9802611919885369,"[0.9538838544045932, 0.9628713331254222]","[0.9782131105278917, 0.9825113523607517]",0.07790048518349482,0.037289982091124274,0.25736435382426653,0.4433571428571427,0.8968018463567425,0.939875604699378,0.778954802259887,0.9178336426522693,,,2026-09-24T22:16:05
bridge12_B1,LogReg_v2agg_f0,all,LogReg,v2agg,fire_ever_frac>0,,,,7196,2901,0.4031406336853808,0.9557463425361332,0.9455704224485227,"[0.9504774647175174, 0.9603392832707118]","[0.9393671729240047, 0.9501530167966235]",0.07827744906117262,0.04624998175784377,0.27388123279156995,0.5225065350532532,0.8984034833091437,0.853498793519476,0.9348079161816065,0.8753756407990101,,,2026-09-24T22:16:06
bridge12_B1,LogReg_v2agg_f0,forest,LogReg,v2agg,fire_ever_frac>0,,,,4310,2894,0.671461716937355,0.9193157038329838,0.9592609235909131,"[0.9099169355846305, 0.924776705969686]","[0.9536078183008326, 0.9629037788344313]",0.10758605957528852,0.03256397865401385,0.34852359018642975,0.5225065350532532,0.9119705340699816,0.8555632342778162,0.8312146892655368,0.8828668211802462,,,2026-09-24T22:16:06
bridge12_B1,MaxEnt_v2agg_f0,all,MaxEnt,v2agg,fire_ever_frac>0,,,,7196,2901,0.4031406336853808,0.9635146083864141,0.9493192883011935,"[0.9606204887399833, 0.9683386975869185]","[0.9463384920612783, 0.95833318868265]",0.06441479180320327,0.039916873772277074,0.34497658063219877,0.48515078108116705,0.9281788200806156,0.8731471906239228,0.9543655413271246,0.8998223801065719,,,2026-09-24T22:16:06
bridge12_B1,MaxEnt_v2agg_f0,forest,MaxEnt,v2agg,fire_ever_frac>0,,,,4310,2894,0.671461716937355,0.9345876574951488,0.9602704208776671,"[0.9313633963850788, 0.9440250460967363]","[0.9597087233138255, 0.9688633722304594]",0.10104883972007445,0.08201699327876427,0.5446741423679615,0.4496358726142884,0.9351410773176988,0.8818244644091223,0.875,0.9077005157389294,,,2026-09-24T22:16:06
bridge12_B1,RF_cdr7_f1,all,RF,cdr7,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9659388721411514,0.9299509420602795,"[0.9627028883868636, 0.9686348984496589]","[0.9220048138323415, 0.9353873477320642]",0.07118813738653226,0.04044902163708996,0.23514241251042686,0.5234642857142857,0.8214285714285714,0.9033500192529842,0.903041825095057,0.8604437924078489,,,2026-09-24T22:16:16
bridge12_B1,RF_cdr7_f1,forest,RF,cdr7,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.9266434456318348,0.9311987689905283,"[0.92047377835292, 0.9324994102804679]","[0.9244146310286694, 0.9374623936155153]",0.11220965695324486,0.0580030534665963,0.3625317319539127,0.5234642857142857,0.8214285714285714,0.9050925925925926,0.781021897810219,0.8612334801762114,,,2026-09-24T22:16:16
bridge12_B1,LogReg_cdr7_f1,all,LogReg,cdr7,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9250416903973727,0.86034574342932,"[0.9197075495489824, 0.9291265962407633]","[0.8483962252830936, 0.8711378576311516]",0.09718994122940126,0.05487976955645414,0.385469934008829,0.2847934365272522,0.687909469922573,0.889487870619946,0.8007604562737642,0.7758186397984886,,,2026-09-24T22:16:16
bridge12_B1,LogReg_cdr7_f1,forest,LogReg,cdr7,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.8866799254170444,0.8799418919811449,"[0.8789100102902745, 0.8936997496011111]","[0.8700347243828117, 0.8909875221436888]",0.1363859598726709,0.06012209468006965,0.5242484754319539,0.19868703186511993,0.707310026004045,0.9444444444444444,0.5650493774151997,0.8088551131670246,,,2026-09-24T22:16:16
bridge12_B1,MaxEnt_cdr7_f1,all,MaxEnt,cdr7,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9443936847283572,0.9026595899658615,"[0.9398054140050454, 0.9487914488200044]","[0.8964390053999234, 0.9127401904817624]",0.1032365955668603,0.10077796977092467,0.4692298157168282,0.03279678584008916,0.7851071064263856,0.889102810935695,0.8798479087452471,0.8338750451426508,,,2026-09-24T22:16:17
bridge12_B1,MaxEnt_cdr7_f1,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.9119897435183859,0.9149605703486274,"[0.9052174503807334, 0.9198453564059442]","[0.908803526249018, 0.9248347973529861]",0.1637523299618783,0.16319611182338656,0.7407014103192423,0.03279678584008916,0.8118846694796061,0.8908179012345679,0.7702876771146415,0.8495217071376012,,,2026-09-24T22:16:17
bridge12_B1,RF_v2agg_f1,all,RF,v2agg,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9698541458336689,0.9404503798426773,"[0.966971668465076, 0.9727017235081133]","[0.9337643831973323, 0.9472325664546177]",0.06565593772347454,0.032543142020662254,0.22073599934054514,0.5333015873015874,0.8624237804878049,0.8713900654601463,0.9313688212927757,0.8668837387473664,,,2026-09-24T22:16:39
bridge12_B1,RF_v2agg_f1,forest,RF,v2agg,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.9353716260091492,0.9416292943115206,"[0.9290607697695191, 0.9408290537254373]","[0.9359123318970692, 0.9476658495211578]",0.10313275658341543,0.037711189917450094,0.3338015018219574,0.5333015873015874,0.8624237804878049,0.873070987654321,0.8449978531558608,0.8677147239263804,,,2026-09-24T22:16:39
bridge12_B1,LogReg_v2agg_f1,all,LogReg,v2agg,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9419859636228406,0.8963410431142079,"[0.9367330522495245, 0.9458206987149549]","[0.8866150697669841, 0.9049092719423011]",0.08430676217477175,0.030489546699688896,0.32883058375599356,0.3871753513813019,0.8304248861911988,0.842895648825568,0.915019011406844,0.8366137970571375,,,2026-09-24T22:16:40
bridge12_B1,LogReg_v2agg_f1,forest,LogReg,v2agg,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.9052738153926074,0.908959616902393,"[0.8983949109854811, 0.9123192782959358]","[0.9013017808017088, 0.9170348785551736]",0.1260626566199967,0.0650366567079587,0.47585193686933475,0.3871753513813019,0.837734404898584,0.8445216049382716,0.8179476170030056,0.8411143131604226,,,2026-09-24T22:16:40
bridge12_B1,MaxEnt_v2agg_f1,all,MaxEnt,v2agg,fire_ever_frac>0,,,,7857,2597,0.3305332824233168,0.9447749377389236,0.8798958450697699,"[0.9426709855331759, 0.9509116040956881]","[0.8804866505535796, 0.8992221365758104]",0.08958665801334656,0.07203614057448302,0.6105843173860559,0.541082938544198,0.8563334682314853,0.8147862918752407,0.9325095057034221,0.835043409629045,,,2026-09-24T22:16:40
bridge12_B1,MaxEnt_v2agg_f1,forest,MaxEnt,v2agg,fire_ever_frac>0,,,,4921,2592,0.5267222109327373,0.9047376013124904,0.8916719660878801,"[0.9003364465886382, 0.9151753222916634]","[0.8905583108965618, 0.9119441096192735]",0.1387927871712763,0.11860119223853446,0.9434384765652892,0.13531518831722822,0.8027187173231091,0.8885030864197531,0.7569772434521254,0.8434352682658853,,,2026-09-24T22:16:40
bridge12_B1,RF_cdr7_f2,all,RF,cdr7,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9727766782131655,0.9707121808985963,"[0.9701273286545111, 0.9758030416126339]","[0.9671137553715611, 0.9742915983692332]",0.06433960207178828,0.014050141251578427,0.21261944014584724,0.5334662698412698,0.9049564270152506,0.9071799071799072,0.9087820177731312,0.9060668029993183,,,2026-09-24T22:16:47
bridge12_B1,RF_cdr7_f2,forest,RF,cdr7,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.932517147969581,0.9716707471809889,"[0.9257770762071733, 0.9400322578762424]","[0.9682664695059114, 0.974890194608013]",0.09236912994132837,0.013961768925632643,0.2956559521871127,0.5334662698412698,0.9049564270152506,0.9084199015855658,0.759641873278237,0.9066848567530695,,,2026-09-24T22:16:47
bridge12_B1,LogReg_cdr7_f2,all,LogReg,cdr7,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9138169676591005,0.8769163252188081,"[0.9064410609464191, 0.9199703740118012]","[0.8650191378634918, 0.887111311726333]",0.11333897478095849,0.08584365052411719,0.44416675338781214,0.41234108805656433,0.8760191172336238,0.8506688506688507,0.8847360167276529,0.8631578947368421,,,2026-09-24T22:16:47
bridge12_B1,LogReg_cdr7_f2,forest,LogReg,cdr7,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.8372400128327361,0.8904705899700678,"[0.8255272228723941, 0.8534448793880953]","[0.8811431721192051, 0.904442730475644]",0.1433368566650614,0.10627493552677701,0.545533239764559,0.3257112503051758,0.8525558695093758,0.9073264078731548,0.6046831955922864,0.8790888624023309,,,2026-09-24T22:16:47
bridge12_B1,MaxEnt_cdr7_f2,all,MaxEnt,cdr7,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9461910824953166,0.947800412210062,"[0.9412664708143015, 0.9515666512399392]","[0.9423206404833968, 0.9543630278327957]",0.14554919299090255,0.1582524818195881,0.60840518447296,0.025239746840658994,0.8958275766786405,0.885066885066885,0.9014636696288552,0.8904147212304312,,,2026-09-24T22:16:47
bridge12_B1,MaxEnt_cdr7_f2,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.908658915061445,0.9586354458678116,"[0.9009350543244966, 0.9175489808179212]","[0.9545665798515152, 0.9645199512779558]",0.2122173562857457,0.23318432649485762,0.8839973599803099,0.025239746840658994,0.909652076318743,0.88627665390924,0.778236914600551,0.8978122403766271,,,2026-09-24T22:16:47
bridge12_B1,RF_v2agg_f2,all,RF,v2agg,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9740054291805467,0.9728734186751339,"[0.971636946669618, 0.9767261193260932]","[0.9699621690664549, 0.9760475854936335]",0.0627702608082744,0.0318708495176741,0.21452615038308667,0.46651388888888873,0.8884286823712141,0.9369369369369369,0.8873497124934657,0.9120382673398884,,,2026-09-24T22:17:09
bridge12_B1,RF_v2agg_f2,forest,RF,v2agg,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.9375702260941339,0.9741158321236081,"[0.9314469978438894, 0.9443877442474851]","[0.9706997384478941, 0.9770897302442345]",0.08962790401302655,0.031968909514490274,0.29146633155417134,0.46651388888888873,0.8884286823712141,0.9382176052487698,0.703168044077135,0.9126445951336258,,,2026-09-24T22:17:09
bridge12_B1,LogReg_v2agg_f2,all,LogReg,v2agg,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9491000052944643,0.9523913036166144,"[0.9444669708914349, 0.9541131199749862]","[0.948494754340111, 0.9572350723733575]",0.08536600611265928,0.031474258431531725,0.3104133184714363,0.3947884440422058,0.8425809691187547,0.9161889161889162,0.8361212754835338,0.8778446246403349,,,2026-09-24T22:17:10
bridge12_B1,LogReg_v2agg_f2,forest,LogReg,v2agg,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.909514336666531,0.96183339274417,"[0.9008928598324817, 0.9185928950020107]","[0.9578247449725932, 0.966604912397811]",0.10892177626993553,0.034093954942310316,0.3821793536087212,0.2995385527610779,0.8453228578443408,0.9412247129579004,0.5661157024793388,0.8906997801060665,,,2026-09-24T22:17:10
bridge12_B1,MaxEnt_v2agg_f2,all,MaxEnt,v2agg,fire_ever_frac>0,,,,7489,3663,0.48911737214581386,0.9433437024916376,0.9361436654338317,"[0.9408916912445402, 0.9499689672683662]","[0.9371450079088963, 0.9474874674124318]",0.0912737845405534,0.06731728403634063,0.5588383106471371,0.3243500888731632,0.8731681321609379,0.8946218946218947,0.8755880815473079,0.883764832793959,,,2026-09-24T22:17:11
bridge12_B1,MaxEnt_v2agg_f2,forest,MaxEnt,v2agg,fire_ever_frac>0,,,,5110,3658,0.7158512720156556,0.907195651780994,0.9515538870437876,"[0.9049458727201936, 0.9196982829061027]","[0.9522413624108431, 0.9606661734316698]",0.11822043115397556,0.0969980578929921,0.7173461286987525,0.12234500202960974,0.8646310432569975,0.928922908693275,0.6336088154269972,0.8956246705324196,,,2026-09-24T22:17:11
bridge12_B2,RF_cdr7_r0,all,RF,cdr7,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.9493583036897537,0.8012832061559333,"[0.9415684027673984, 0.9546541540868283]","[0.7725314475454195, 0.8242138443197278]",0.08268833984869961,0.08494742257845728,0.27027879309263075,0.3918829365079365,0.6072874493927125,0.9079903147699758,0.8669410150891632,0.727802037845706,,,2026-09-24T22:17:22
bridge12_B2,RF_cdr7_r0,forest,RF,cdr7,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.8755530293720044,0.8029043058195018,"[0.8594990902325453, 0.8919943877760026]","[0.7761285324015004, 0.8292778838081162]",0.16304303316746827,0.15238362818543766,0.5161697161097145,0.38985728160728167,0.6066235864297254,0.9114077669902912,0.6575246132208158,0.7284190106692532,,,2026-09-24T22:17:22
bridge12_B2,LogReg_cdr7_r0,all,LogReg,cdr7,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.8500466658031003,0.6840775859592825,"[0.8307948465010612, 0.8638188818807149]","[0.6483042340699492, 0.7131814777595453]",0.1179950130093071,0.14397477749491402,0.39867370167305183,0.4190044403076172,0.6013143483023001,0.6646489104116223,0.9001371742112483,0.6313973548016102,,,2026-09-24T22:17:23
bridge12_B2,LogReg_cdr7_r0,forest,LogReg,cdr7,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.7977807136127156,0.7376216298245742,"[0.7766535620894952, 0.8167693568814606]","[0.7101604563190098, 0.7604023948914674]",0.1692000830014034,0.06209647747105815,0.5179465021568445,0.37932640314102173,0.6190975865687304,0.7160194174757282,0.7447257383966245,0.6640405177265054,,,2026-09-24T22:17:23
bridge12_B2,MaxEnt_cdr7_r0,all,MaxEnt,cdr7,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.938675488330228,0.7922730145775982,"[0.9290710889573099, 0.9467844230877815]","[0.77192963030138, 0.8263563122093589]",0.08218001290068387,0.07273751032598197,0.41947426190778564,0.03910504635016121,0.6939834024896265,0.8099273607748184,0.9190672153635117,0.7474860335195531,,,2026-09-24T22:17:23
bridge12_B2,MaxEnt_cdr7_r0,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.8771677385877952,0.8019105673163108,"[0.861396256213046, 0.8917612918697854]","[0.7881697103275103, 0.8314071922262032]",0.16272566636687294,0.14571579499584808,0.8293514260407606,0.03910504635016121,0.6939834024896265,0.8118932038834952,0.7925457102672293,0.7483221476510068,,,2026-09-24T22:17:23
bridge12_B2,RF_v2agg_r0,all,RF,v2agg,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.9527891536052239,0.8243359593189645,"[0.9452733769102257, 0.9596166263115417]","[0.8007406252633109, 0.8463358508115347]",0.07251957018258326,0.06915817784066206,0.24692825809092211,0.5223849206349207,0.6906693711967545,0.8244552058111381,0.9163237311385459,0.7516556291390728,,,2026-09-24T22:17:55
bridge12_B2,RF_v2agg_r0,forest,RF,v2agg,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.8858941665642537,0.8260561667562675,"[0.870909289527945, 0.9009537409706007]","[0.8033567717536494, 0.8519989119386794]",0.1404903197252537,0.088267882907274,0.43798146695223256,0.5223849206349207,0.6906693711967545,0.8264563106796117,0.7855133614627285,0.752486187845304,,,2026-09-24T22:17:55
bridge12_B2,LogReg_v2agg_r0,all,LogReg,v2agg,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.8923682313826695,0.7061385683087578,"[0.877103423708885, 0.9028722303596755]","[0.6728801224070329, 0.7343305161306053]",0.09988437646331312,0.07415414954052972,0.4031276706423621,0.37791070342063904,0.6081871345029239,0.7554479418886199,0.8897119341563786,0.6738660907127431,,,2026-09-24T22:17:55
bridge12_B2,LogReg_v2agg_r0,forest,LogReg,v2agg,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.833838143323365,0.7523634030483156,"[0.8117754077738178, 0.8502778588546147]","[0.7229145418028069, 0.7806226244581029]",0.1648043666359173,0.07925684711160558,0.6544337677074408,0.36811909079551697,0.6684266103484688,0.7682038834951457,0.7791842475386779,0.7148503670242801,,,2026-09-24T22:17:55
bridge12_B2,MaxEnt_v2agg_r0,all,MaxEnt,v2agg,fire_ever_frac>0,,,,4471,826,0.1847461418027287,0.8919427588291367,0.6378187204171175,"[0.8775396410220642, 0.905856101595273]","[0.6176848961665061, 0.6794522790930546]",0.12953405662318018,0.11777870461605061,1.1738973060024465,0.42644606138175656,0.5595041322314049,0.8196125907990315,0.8537722908093278,0.6650294695481336,,,2026-09-24T22:17:55
bridge12_B2,MaxEnt_v2agg_r0,forest,MaxEnt,v2agg,fire_ever_frac>0,,,,2246,824,0.3668744434550312,0.812200869143692,0.676556911085001,"[0.7968001532778939, 0.8327898838296943]","[0.656998113385612, 0.7117559165608806]",0.22321057851985723,0.19784753375811837,2.058727538241165,0.1344550500982452,0.5323636363636364,0.8883495145631068,0.5478199718706048,0.6657571623465212,,,2026-09-24T22:17:55
bridge12_B2,RF_cdr7_r1,all,RF,cdr7,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.985239035821359,0.9860566962086802,"[0.9821580371963332, 0.9875655773851161]","[0.9834090330559225, 0.9879968838911426]",0.048156202612143935,0.028849353044370363,0.16691489765543802,0.5761881313131314,0.959864807773553,0.9051792828685259,0.9618320610687023,0.9317203198687718,,,2026-09-24T22:18:06
bridge12_B2,RF_cdr7_r1,forest,RF,cdr7,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.9571576508852139,0.9868295224765469,"[0.9520383886655825, 0.9618587186646621]","[0.9850315982682171, 0.9882912714177954]",0.07179087427899289,0.038670807347041834,0.24105965306775248,0.5761881313131314,0.959864807773553,0.9062624650977263,0.8782051282051282,0.9322938038572014,,,2026-09-24T22:18:06
bridge12_B2,LogReg_cdr7_r1,all,LogReg,cdr7,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.9354962632395287,0.9511405396356856,"[0.9283618919260684, 0.9423530866489847]","[0.9453170890452943, 0.9559313889588169]",0.12217511293597214,0.14213258598949857,0.39422416483254813,0.42017677426338196,0.893491124260355,0.8422310756972111,0.898754519887505,0.867104183757178,,,2026-09-24T22:18:07
bridge12_B2,LogReg_cdr7_r1,forest,LogReg,cdr7,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.9274477616519898,0.9780986968882701,"[0.9197185444856965, 0.9344683092469291]","[0.9757015872653892, 0.9802263450771157]",0.1328636614640335,0.14718681529384184,0.4050387083091459,0.4162760376930237,0.9517641804376954,0.8500199441563622,0.8615384615384616,0.8980193847450484,,,2026-09-24T22:18:07
bridge12_B2,MaxEnt_cdr7_r1,all,MaxEnt,cdr7,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.9635585420471589,0.971377603953154,"[0.9585865537448439, 0.969652714973773]","[0.9686486377605658, 0.9763794099110882]",0.10101275009966065,0.10766068157755922,0.3736799203676637,0.08689688488920555,0.9520753102267865,0.8864541832669323,0.9550020088388911,0.9180936661852693,,,2026-09-24T22:18:07
bridge12_B2,MaxEnt_cdr7_r1,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.9367821382181175,0.9800657763670295,"[0.9284092873288126, 0.9457464228365704]","[0.9777637610901917, 0.9834049606292414]",0.15262452975836885,0.16805847282562228,0.5592645906143341,0.08689688488920555,0.9532990574121679,0.8875149581172717,0.8602564102564103,0.9192315637265028,,,2026-09-24T22:18:07
bridge12_B2,RF_v2agg_r1,all,RF,v2agg,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.984781484748031,0.9858873974550656,"[0.9822909126851372, 0.9873149187100533]","[0.9834075185288916, 0.9879282780233428]",0.04729459079753268,0.03730623742099626,0.16910336062956055,0.5939305555555557,0.95503300330033,0.9223107569721115,0.9562073121735637,0.938386704499392,,,2026-09-24T22:18:41
bridge12_B2,RF_v2agg_r1,forest,RF,v2agg,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.9576332423061581,0.9869038887920653,"[0.9510307293424565, 0.9631018149182289]","[0.9844775998672729, 0.988696527051745]",0.06997694731364576,0.04186455143555981,0.23528501414815675,0.5939305555555557,0.95503300330033,0.9234144395692062,0.8602564102564103,0.9389576150882175,,,2026-09-24T22:18:41
bridge12_B2,LogReg_v2agg_r1,all,LogReg,v2agg,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.9640611519370489,0.970763155683068,"[0.9604086546541836, 0.9690989257113771]","[0.9681279950159392, 0.9745227047033174]",0.07286438618943455,0.03937836021477154,0.24442137401320074,0.44156336784362793,0.914262494920764,0.896414342629482,0.9152269987946967,0.9052504526252263,,,2026-09-24T22:18:41
bridge12_B2,LogReg_v2agg_r1,forest,LogReg,v2agg,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.930438106634756,0.9793574757248769,"[0.9225620953637507, 0.9389017545743713]","[0.9769064903443808, 0.9818602067602272]",0.09430050240909502,0.042687648678189374,0.28743908848396005,0.44156336784362793,0.9324212271973465,0.8970881531711209,0.791025641025641,0.9144134986785931,,,2026-09-24T22:18:41
bridge12_B2,MaxEnt_v2agg_r1,all,MaxEnt,v2agg,fire_ever_frac>0,,,,4999,2510,0.5021004200840168,0.9544890746375686,0.9588947999271533,"[0.9510333195142292, 0.9603674194343558]","[0.9572265419931089, 0.9662361323990847]",0.07746988279872023,0.04410581451427314,0.356232576169762,0.2887608677894806,0.8787995382839554,0.9099601593625498,0.8734431498593813,0.8941084360931689,,,2026-09-24T22:18:42
bridge12_B2,MaxEnt_v2agg_r1,forest,MaxEnt,v2agg,fire_ever_frac>0,,,,3287,2507,0.7627015515667782,0.9196779785830445,0.9709348148217145,"[0.914780646241805, 0.9307698700050117]","[0.9692693202853008, 0.9772859027301343]",0.10609714712860953,0.08126102823843366,0.48374909918554787,0.253888605890605,0.9038461538461539,0.9186278420422817,0.6858974358974359,0.9111770524233432,,,2026-09-24T22:18:42
bridge12_B2,RF_cdr7_r2,all,RF,cdr7,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.9247819145230107,0.8869203411246577,"[0.9156604311402562, 0.9353564547632797]","[0.8665140477945165, 0.906847277169183]",0.10765683056149414,0.038094498360986065,0.35096534847864674,0.44617562992562987,0.7926739926739926,0.90848026868178,0.80098452883263,0.8466353677621282,,,2026-09-24T22:18:55
bridge12_B2,RF_cdr7_r2,forest,RF,cdr7,fire_ever_frac>0,,,,1866,1185,0.635048231511254,0.8533454773013129,0.8894341571428359,"[0.8345473893566795, 0.8705748248108701]","[0.8712183550022181, 0.9070539589689713]",0.14638466670360414,0.046623684785237665,0.4619918644074672,0.44617562992562987,0.7926739926739926,0.9130801687763713,0.5844346549192364,0.8486274509803922,,,2026-09-24T22:18:55
bridge12_B2,LogReg_cdr7_r2,all,LogReg,cdr7,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.8635960514926175,0.7835395600486778,"[0.8498976072890797, 0.8739722053941835]","[0.7538203544712053, 0.8066397688700869]",0.1566751277929074,0.10475849438078383,0.6782098498977976,0.4159749448299408,0.8122192273135669,0.7590260285474392,0.8530239099859352,0.7847222222222223,,,2026-09-24T22:18:55
bridge12_B2,LogReg_cdr7_r2,forest,LogReg,cdr7,fire_ever_frac>0,,,,1866,1185,0.635048231511254,0.7646362695713056,0.795594078283131,"[0.7433416978010744, 0.78584180622936]","[0.7774278953325119, 0.8194766179549011]",0.2030391433450194,0.15244182257335093,0.864336421722613,0.32405903935432434,0.7919407894736842,0.8126582278481013,0.6284875183553598,0.8021657642648895,,,2026-09-24T22:18:55
bridge12_B2,MaxEnt_cdr7_r2,all,MaxEnt,cdr7,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.8973799629428874,0.8589987870748041,"[0.8851968910050886, 0.9101120644047421]","[0.8362302542074552, 0.8770627812680697]",0.2029953575099432,0.2055547001833205,0.777850757744261,0.05536421931488866,0.8308631211857018,0.8001679261125105,0.8635724331926864,0.8152266894781864,,,2026-09-24T22:18:56
bridge12_B2,MaxEnt_cdr7_r2,forest,MaxEnt,cdr7,fire_ever_frac>0,,,,1866,1185,0.635048231511254,0.8189774283289033,0.8672568650690895,"[0.7954242643915315, 0.8372923753229614]","[0.8440505842731498, 0.8839084850269238]",0.2809388299775557,0.28602120482200666,1.0610489004117296,0.04883270376806004,0.8304647160068847,0.8143459915611815,0.71071953010279,0.8223263740945889,,,2026-09-24T22:18:56
bridge12_B2,RF_v2agg_r2,all,RF,v2agg,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.9288451477974164,0.9004484080498881,"[0.9191410230975163, 0.9402929525354836]","[0.8808068780733983, 0.9166735129953291]",0.10429248392289359,0.05381241161355625,0.3479258304239153,0.5380093795093795,0.8451290591174022,0.852225020990764,0.869198312236287,0.8486622073578596,,,2026-09-24T22:19:25
bridge12_B2,RF_v2agg_r2,forest,RF,v2agg,fire_ever_frac>0,,,,1866,1185,0.635048231511254,0.8653481787145981,0.903703899703736,"[0.8457143255450844, 0.8800592328234105]","[0.8862002507783995, 0.9184285362621786]",0.13957257227966394,0.04625567714989682,0.44299267829125877,0.5380093795093795,0.8451290591174022,0.8565400843881856,0.7268722466960352,0.8507963118189439,,,2026-09-24T22:19:25
bridge12_B2,LogReg_v2agg_r2,all,LogReg,v2agg,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.8880826191749893,0.8739463301518885,"[0.8777154402273971, 0.8998867502518301]","[0.8585051725930252, 0.887782410790682]",0.1389063379249185,0.08140502948854053,0.5917024729931992,0.45949113368988037,0.7928571428571428,0.8387909319899244,0.8164556962025317,0.8151774785801713,,,2026-09-24T22:19:25
bridge12_B2,LogReg_v2agg_r2,forest,LogReg,v2agg,fire_ever_frac>0,,,,1866,1185,0.635048231511254,0.8247743142685428,0.8882765762342297,"[0.8052735955439073, 0.8439029845660081]","[0.8743209746882116, 0.9010362507718017]",0.17717793014359617,0.11150444936756303,0.7478239144081812,0.45949113368988037,0.8056451612903226,0.8430379746835444,0.6461086637298091,0.8239175257731959,,,2026-09-24T22:19:25
bridge12_B2,MaxEnt_v2agg_r2,all,MaxEnt,v2agg,fire_ever_frac>0,,,,2613,1191,0.45579793340987373,0.8936588997887345,0.8632014071645677,"[0.8832664197373409, 0.9100300793811061]","[0.8485083282930911, 0.8860197371916481]",0.15364243057386578,0.14472686055146444,0.9922187339184605,0.28709939368384896,0.8696939782823297,0.7397145256087322,0.9071729957805907,0.7994555353901996,,,2026-09-24T22:19:26
